Land Value,SL_Type2,Year Built,Commercial Building Value,HomeSEV,Homestead Percent,Land Improvements Value,Latitude,Property Zip Code,Longitude,Parcel Acres,Residential Building Value,SL_Type,Lead (ppb)
2637,0,1957,0.0,9900,100.0,0,42.982459000000006,48507.0,-83.655938,0.128,17080,1,0.0
2567,0,1955,0.0,19000,100.0,0,42.99517,48507.0,-83.65950699999999,0.191,35466,1,1.0
1244,0,1955,0.0,13000,100.0,0,43.062591,48504.0,-83.72640600000001,0.14800000000000002,56865,1,2.0
1066,0,1959,0.0,15300,100.0,0,43.0680131,48505.0,-83.719158,0.165,29625,1,0.0
5775,0,1923,0.0,14000,100.0,0,41.003909,48507.0,-91.156891,0.24100000000000002,22309,0,3.0
4720,0,0,0.0,9200,100.0,0,43.00631,48532.0,-83.736882,0.114,54477,0,2.0
15376,0,1969,0.0,16500,100.0,967,42.985654,48507.0,-83.7041487,0.061,16748,1,0.0
5709,0,1968,0.0,24800,100.0,0,43.006603000000005,48503.0,-83.656467,0.299,39856,1,10.0
820,0,1920,0.0,0,100.0,0,43.027476,48506.0,-83.663351,0.096,39580,0,0.0
653,0,1950,0.0,3700,100.0,0,43.072548299999994,48505.0,-83.7040672,0.191,30430,1,1.0
4188,0,1929,0.0,7300,100.0,0,43.008697999999995,48532.0,-83.73705090000001,0.10099999999999999,45581,1,0.0
630,0,1959,0.0,12300,100.0,0,43.058861,48506.0,-83.658445,0.145,77312,1,0.0
890,0,1926,0.0,0,0.0,0,43.033462,48506.0,-83.65938299999999,0.105,52902,11,5.0
465,0,1915,0.0,6000,100.0,0,42.9977787,48503.0,-83.67942099999999,0.124,34811,11,6.0
4110,0,1961,0.0,0,100.0,0,43.044403,48506.0,-83.638865,0.121,16544,1,0.0
39174,0,2005,0.0,45800,100.0,4108,43.031498,48503.0,-83.691211,0.254,48224,5,0.0
3190,0,1940,0.0,5200,50.0,0,43.0265739,48504.0,-83.71865,0.163,64008,11,0.0
1829,0,2,0.0,0,100.0,0,29.652317699999998,48504.0,-82.3340542,0.22899999999999998,15627,11,1.0
3000,0,1917,0.0,0,66.0,0,42.988538,48507.0,-83.700216,0.092,71629,1,11.0
1886,0,1919,0.0,7500,100.0,0,43.004591999999995,48503.0,-83.663104,0.182,39955,5,7.0
780,0,1953,0.0,13600,100.0,269,43.0444419,48504.0,-83.722075,0.11900000000000001,21795,1,1.0
797,0,1944,0.0,12300,100.0,0,43.0313288,48504.0,-83.726292,0.13,63799,0,9.0
5879,0,1942,0.0,0,100.0,957,31.780462800000002,48506.0,-106.44992690000001,0.207,15372,1,0.0
2128,0,1924,0.0,0,0.0,0,42.994454,48507.0,-83.692396,0.092,80465,1,0.0
18000,0,1953,0.0,0,100.0,0,42.9979717,48503.0,-83.7235927,0.115,13664,1,0.0
16695,0,1946,0.0,0,100.0,0,43.0164369,48503.0,-83.65885109999999,0.10800000000000001,88296,1,6.0
120005,0,1953,0.0,37300,100.0,0,43.013117,48503.0,-83.665787,0.7190000000000001,160279,1,0.0
2739,0,1955,0.0,0,100.0,0,43.0084,48503.0,-83.6599816,0.138,18718,1,1.0
1652,0,1925,0.0,6000,100.0,0,43.041018,48506.0,-83.656041,0.114,49556,11,0.0
657,0,0,0.0,0,0.0,0,43.063467700000004,48505.0,-83.69647540000001,0.11,0,0,0.0
18000,0,1954,0.0,22400,100.0,0,42.9938035,48503.0,-83.7309697,0.115,19799,1,0.0
1475,0,1962,0.0,13000,100.0,0,43.07245,48505.0,-83.719288,0.135,24429,1,0.0
18000,0,1980,0.0,24000,100.0,0,42.999488899999996,48503.0,-83.717883,0.138,22233,1,11.0
34020,0,1952,0.0,29400,100.0,0,42.9899289,48507.0,-83.665706,0.446,17305,5,13.0
787,0,1953,0.0,8700,100.0,281,43.06601129999999,48505.0,-83.7159927,0.126,52753,1,0.0
3000,0,1955,0.0,12400,100.0,0,42.988816,48507.0,-83.699929,0.092,83730,1,0.0
830,0,1945,0.0,12200,100.0,0,43.031796,48504.0,-83.727182,0.141,73952,0,7.0
4810,0,1971,0.0,14800,100.0,0,43.030295,48504.0,-83.7346815,0.147,99058,1,9.0
1388,0,1961,0.0,11000,100.0,0,43.068909999999995,48505.0,-83.723479,0.134,20679,1,0.0
415,0,0,0.0,1900,100.0,0,43.045184000000006,48505.0,-83.69115500000001,0.099,3424,11,2.0
2664,0,1952,0.0,0,100.0,17746,42.994498,48507.0,-83.65639200000001,0.125,18542,1,3.0
490,0,1928,0.0,3900,100.0,0,43.073392999999996,48505.0,-83.68819599999999,0.096,23852,0,5.0
2250,0,1926,0.0,7400,100.0,0,43.022528799999996,48504.0,-83.71829129999999,0.115,33487,11,0.0
1006,0,1958,0.0,9200,100.0,936,43.0540822,48504.0,-83.7301095,0.14,55930,0,0.0
9445,0,1962,0.0,15900,100.0,0,43.0351312,48506.0,-83.6372853,0.113,16504,1,16.0
2664,0,1952,0.0,10200,100.0,0,42.993646999999996,48507.0,-83.655743,0.125,16452,1,0.0
25597,0,1941,0.0,0,100.0,0,40.05557279999999,48503.0,-75.06076379999999,0.235,96902,1,0.0
400,0,1955,0.0,3500,100.0,0,43.0580894,48505.0,-83.6924281,0.092,6652,1,0.0
15738,0,1955,0.0,0,100.0,0,42.9826883,48507.0,-83.7018023,0.133,14276,1,2.0
1776,0,1956,0.0,8900,100.0,0,43.045452000000004,48506.0,-83.64972399999999,0.11800000000000001,77227,1,0.0
900,0,1950,0.0,0,0.0,0,33.4088642,48505.0,-86.1226757,0.138,45835,1,0.0
1315,0,1923,0.0,8500,100.0,0,43.0202765,48504.0,-83.7110765,0.165,14155,0,2.0
14868,0,1971,0.0,0,100.0,931,41.831678100000005,48507.0,-87.9678402,0.057,20882,1,2.0
826,0,1929,0.0,0,100.0,0,41.608227,48506.0,-93.622591,0.098,80068,11,5.0
17877,0,1940,0.0,0,100.0,0,41.2479825,48503.0,-95.9440328,0.115,105338,1,0.0
711,0,1953,0.0,7800,100.0,0,43.066966,48505.0,-83.714973,0.109,47706,1,1.0
1749,0,1961,0.0,15200,100.0,1200,43.071661,48505.0,-83.71932209999999,0.204,27488,1,0.0
18000,0,1951,0.0,0,100.0,0,42.998127600000004,48503.0,-83.7241993,0.115,16243,1,3.0
18000,0,1930,0.0,22200,100.0,0,34.046532,48503.0,-117.644393,0.177,19569,0,3.0
771,0,1919,0.0,9000,100.0,0,31.565328000000004,48504.0,-97.162637,0.12,56673,11,5.0
1550,0,1959,0.0,13700,100.0,2614,43.068714299999996,48505.0,-83.7200721,0.142,23331,1,0.0
420,0,1921,0.0,0,0.0,0,43.046709,48506.0,-83.665803,0.10099999999999999,4067,0,9416.0
804,0,1952,0.0,11100,100.0,0,43.063333,48505.0,-83.71907399999999,0.132,21362,1,1.0
415,0,1950,0.0,7400,100.0,0,41.628759,48505.0,-83.57537099999999,0.099,21060,1,0.0
940,0,1951,0.0,7600,100.0,0,39.661511600000004,48506.0,-85.1307061,0.111,64990,1,0.0
31500,0,1953,0.0,54300,100.0,0,42.993151,48503.0,-83.727338,0.386,37284,1,2.0
7000,0,1953,0.0,10900,100.0,405,42.997594899999996,48532.0,-83.736964,0.11,14350,1,0.0
2750,0,0,0.0,9300,100.0,0,43.005474,48503.0,-83.725752,0.115,58167,0,4.0
6045,0,1923,0.0,0,100.0,0,42.982988299999995,48507.0,-83.6682951,0.11699999999999999,62183,1,1.0
2500,0,1965,0.0,10100,100.0,0,43.071258,48504.0,-83.723864,0.115,17755,1,1.0
15089,0,0,1193110.709,0,0.0,85227,43.0207013,48503.0,-83.69679599999999,1.2,0,1,4.0
334,0,1971,0.0,5900,100.0,0,43.0700569,48505.0,-83.6987817,0.1,45910,1,0.0
1437,0,1956,0.0,8200,100.0,0,43.0570145,48504.0,-83.7292764,0.145,44158,1,0.0
18000,0,1952,0.0,22500,100.0,0,42.996522,48503.0,-83.728498,0.23,19994,1,0.0
1259,0,1964,0.0,16300,100.0,0,34.3873046,48504.0,-80.0199712,0.152,95643,1,0.0
2846,0,1954,0.0,8000,100.0,0,42.740946,48507.0,-84.498115,0.124,13239,1,1.0
594,0,2,0.0,0,0.0,0,44.658056,48503.0,-73.555373,0.08,15832,11,2.0
400,0,1955,0.0,7500,100.0,0,39.723255,48503.0,-104.94531299999998,0.092,44009,1,2.0
1714,0,1964,0.0,0,100.0,0,43.070906,48505.0,-83.720325,0.154,23580,1,2.0
15337,0,1940,0.0,15800,100.0,659,43.008484,48503.0,-83.72941,0.17300000000000001,14026,1,5.0
2760,0,1958,0.0,12200,100.0,230,42.984089000000004,48507.0,-83.657825,0.135,21381,1,0.0
9800,0,1925,0.0,0,100.0,0,43.0208041,48504.0,-83.7244314,0.11199999999999999,56245,11,10.0
15574,0,1954,0.0,16900,100.0,0,43.007358,48503.0,-83.64196,0.16899999999999998,18129,1,3.0
21895,0,1927,0.0,17300,100.0,0,43.017525,48503.0,-83.665417,0.172,107518,0,0.0
21914,0,1928,0.0,15900,100.0,0,43.019106,48503.0,-83.665497,0.172,90446,0,3.0
17619,0,1961,0.0,25700,100.0,1070,42.983992,48507.0,-83.70916329999999,0.179,26629,1,1.0
14240,0,1953,0.0,16400,100.0,749,42.9867076,48507.0,-83.699432,0.11900000000000001,17764,1,0.0
5859,0,1926,0.0,0,100.0,0,42.999862,48503.0,-83.729557,0.11800000000000001,13554,0,4.0
666,0,1951,0.0,6400,100.0,0,43.061321299999996,48505.0,-83.71368199999999,0.10099999999999999,35995,1,5.0
588,0,1922,0.0,0,0.0,0,43.053636,48505.0,-83.699164,0.11,32169,11,14.0
2025,0,1955,0.0,0,100.0,0,43.030014,48506.0,-83.643456,0.10300000000000001,46695,1,0.0
1592,0,1943,0.0,10900,100.0,0,43.042363,48504.0,-83.72676899999999,0.129,107085,5,0.0
398,0,1970,0.0,0,100.0,0,42.99048,48507.0,-83.64702,0.129,6912,1,0.0
979,0,1925,0.0,0,100.0,0,43.0737224,48505.0,-83.6854347,0.191,14849,0,3.0
1929,0,1955,0.0,0,0.0,0,42.991853000000006,48507.0,-83.685117,0.076,63572,1,0.0
1020,0,1971,0.0,3100,100.0,0,43.064186,48504.0,-83.729913,0.11699999999999999,18996,1,0.0
1396,0,1959,0.0,0,0.0,0,43.068978,48505.0,-83.719117,0.132,17509,1,2.0
6539,0,1979,0.0,11700,100.0,0,42.984984999999995,48507.0,-83.66570899999999,0.114,93855,1,2.0
492,0,1923,0.0,0,100.0,0,43.033811,48505.0,-83.69641999999999,0.126,23652,11,19.0
18000,0,1954,0.0,0,100.0,0,42.988800700000006,48503.0,-83.7394855,0.179,17771,1,0.0
923,0,1954,0.0,10200,100.0,0,41.605886,48504.0,-83.633937,0.121,61372,1,0.0
769,0,1951,0.0,12000,100.0,0,43.0243379,48504.0,-83.7242316,0.121,78919,1,8.0
4263,0,1963,0.0,10600,100.0,0,43.0448532,48506.0,-83.63846740000001,0.125,15610,1,1.0
2250,0,1926,0.0,7100,100.0,0,43.020359,48504.0,-83.71627590000001,0.115,37185,11,0.0
2717,0,1960,0.0,0,100.0,0,42.9852886,48507.0,-83.65882940000002,0.13,15124,1,0.0
2951,0,0,0.0,14600,100.0,0,43.065189000000004,48505.0,-83.71211559999999,0.888,89915,1,56.0
0,0,1936,0.0,26400,100.0,965,42.511886100000005,48503.0,-96.40479870000001,0.0,163207,1,0.0
2145,0,1920,0.0,8700,100.0,0,43.021858,48504.0,-83.72363,0.13,56911,11,0.0
420,0,1917,0.0,0,100.0,0,31.2481187,48506.0,-90.47472979999999,0.10099999999999999,13285,5,0.0
1786,0,1953,0.0,16000,100.0,0,42.9900958,48507.0,-83.65922619999999,0.11699999999999999,30117,1,0.0
5590,0,1954,0.0,0,100.0,982,43.0079833,48503.0,-83.6582877,0.287,22246,1,0.0
1144,0,1969,0.0,0,0.0,0,43.042033,48504.0,-83.714339,0.092,21201,1,0.0
2800,0,1963,0.0,12900,100.0,0,43.0043474,48503.0,-83.6598218,0.129,20864,1,9.0
2562,0,1961,0.0,13400,100.0,0,43.068596,48504.0,-83.727618,0.121,24269,1,0.0
14802,0,1971,0.0,18000,100.0,924,42.98857,48507.0,-83.709789,0.057,20311,1,0.0
19862,0,1955,0.0,17000,100.0,0,37.37393170000001,48507.0,-78.71909840000001,0.152,14182,1,1.0
7000,0,0,0.0,0,100.0,0,43.0012929,48532.0,-83.734193,0.11,13626,1,0.0
630,0,1959,0.0,11500,100.0,0,43.058818200000005,48506.0,-83.6598861,0.145,73779,1,0.0
943,0,1922,0.0,0,0.0,0,38.894099,48504.0,-94.814571,0.121,11235,11,2.0
14019,0,1955,0.0,17500,100.0,660,43.0078329,48503.0,-83.64376879999999,0.149,20332,1,0.0
18000,0,1951,0.0,18700,100.0,0,42.116337,48503.0,-76.032786,0.092,14390,1,1.0
1259,0,0,0.0,0,100.0,0,42.134839500000005,48503.0,-80.06341390000001,0.10099999999999999,14983,1,1.0
3838,0,1957,0.0,10900,100.0,0,42.981675,48507.0,-83.688074,0.155,97935,1,0.0
32533,0,2000,0.0,32600,100.0,3186,34.761757,48503.0,-92.429316,0.19699999999999998,29406,0,0.0
9724,0,1953,0.0,11100,100.0,0,42.986787,48507.0,-83.669607,0.187,112672,1,1.0
4564,0,0,66946.1563,0,0.0,2222,43.06071,48505.0,-83.71419399999999,0.092,0,0,1.0
750,0,1949,0.0,8400,100.0,0,43.0351235,48503.0,-83.7114325,0.115,54447,5,9.0
2700,0,1947,0.0,11500,100.0,0,33.505298100000005,48507.0,-86.92087640000001,0.10300000000000001,87591,1,0.0
2325,0,1925,0.0,7800,100.0,0,42.999106,48507.0,-83.689964,0.344,55473,1,5.0
2421,0,2002,0.0,0,100.0,0,39.319761,48506.0,-76.61886700000001,0.163,116374,1,0.0
13598,0,0,457500.0102,0,0.0,11695,43.015295,48503.0,-83.697063,1.185,0,1,0.0
2034,0,1941,0.0,0,100.0,0,43.039155,48504.0,-83.72595799999999,0.175,64995,5,3.0
400,0,1923,0.0,0,0.0,0,43.059576,48505.0,-83.683231,0.092,5816,0,0.0
1416,0,1922,0.0,13200,100.0,464,33.7767279,48503.0,-118.1817679,0.114,24613,11,36.0
10189,5,0,175141.8576,0,0.0,9393,43.033326200000005,48506.0,-83.6634545,0.272,0,5,1.0
1747,0,1920,0.0,12700,100.0,0,31.288140000000002,48505.0,-92.45097,0.14300000000000002,23705,0,19.0
2067,0,1954,0.0,12300,100.0,674,43.031796,48504.0,-83.73191,0.163,100892,1,0.0
24648,0,1941,0.0,35200,100.0,0,42.9330409,48503.0,-78.8264135,0.138,174296,1,0.0
1784,0,1953,0.0,0,100.0,0,42.9894183,48507.0,-83.65920030000001,0.11699999999999999,26881,1,0.0
588,0,0,0.0,6200,100.0,0,43.028612200000005,48503.0,-83.6743922,0.08800000000000001,9783,1,2.0
9500,0,1955,0.0,16500,100.0,0,43.038703999999996,48506.0,-83.639741,0.115,17358,1,0.0
543,0,1928,0.0,8500,100.0,0,43.042086600000005,48506.0,-83.66727579999998,0.16899999999999998,14727,0,0.0
7430,0,1941,0.0,0,100.0,0,42.9879796,48507.0,-83.66307420000001,0.132,81349,1,0.0
765,0,1959,0.0,8100,100.0,0,43.0714042,48505.0,-83.7102385,0.11900000000000001,48891,1,0.0
20078,0,1961,0.0,25700,100.0,0,42.985418599999996,48507.0,-83.7119688,0.204,25528,1,0.0
1851,0,1958,0.0,13600,100.0,136,43.033133899999996,48504.0,-83.73605500000001,0.146,102245,1,0.0
415,0,1936,0.0,7800,100.0,0,43.336046,48505.0,-83.735047,0.099,28332,1,3.0
14757,0,1954,0.0,0,100.0,480,42.9862713,48507.0,-83.70110679999999,0.124,14779,1,84.0
1000,0,1971,0.0,0,100.0,0,43.063635,48504.0,-83.729907,0.115,31168,1,3.0
2250,0,1954,0.0,11600,100.0,0,27.985719,48507.0,-97.392318,0.10300000000000001,104624,1,0.0
4317,0,1964,0.0,12000,100.0,0,43.044471,48506.0,-83.641997,0.115,17971,1,7.0
1531,0,1927,0.0,0,0.0,0,43.003130999999996,48503.0,-83.72290090000001,0.11,73463,0,0.0
8794,0,1971,0.0,12400,100.0,0,42.983106899999996,48507.0,-83.669255,0.168,95980,1,14.0
2535,0,1951,0.0,0,100.0,0,42.9866716,48507.0,-83.6901288,0.098,17645,0,0.0
18000,0,1950,0.0,0,100.0,0,46.259031,48503.0,-99.546226,0.124,13159,1,2.0
1950,0,1962,0.0,13400,100.0,424,37.662690999999995,48505.0,-120.932837,0.179,24428,1,0.0
2080,0,1946,0.0,12500,100.0,0,43.038102,48504.0,-83.731259,0.145,93983,0,0.0
9344,0,1928,0.0,0,100.0,0,43.01477,48504.0,-83.721539,0.114,93621,0,3.0
1500,0,1962,0.0,0,0.0,556,43.0714451,48505.0,-83.7222399,0.138,23182,1,0.0
668,0,1924,0.0,6600,100.0,0,43.0700516,48505.0,-83.7047277,0.2,32938,5,0.0
81104,0,1927,0.0,119500,100.0,0,42.995501000000004,48503.0,-83.719819,0.909,76405,5,4.0
1463,0,1955,0.0,0,100.0,0,43.057579700000005,48504.0,-83.7291276,0.157,60173,1,3.0
839,0,1952,0.0,10000,100.0,0,43.061462,48505.0,-83.72113399999999,0.14300000000000002,19063,1,0.0
5400,0,1950,0.0,0,100.0,0,42.984671999999996,48507.0,-83.669317,0.10300000000000001,59940,1,0.0
6646,0,1928,0.0,0,100.0,0,42.9848114,48507.0,-83.66785159999999,0.11800000000000001,75383,1,27.0
2067,0,1980,0.0,10400,100.0,0,43.019574,48503.0,-83.680713,0.11,14506,11,0.0
986,0,1955,0.0,0,0.0,817,43.05914,48504.0,-83.724013,0.138,61142,1,0.0
5575,0,1948,0.0,11200,100.0,1049,42.9834982,48507.0,-83.6700346,0.10300000000000001,66963,1,1.0
15750,0,1965,0.0,19000,100.0,124,43.0072252,48503.0,-83.6375176,0.161,22152,1,0.0
10817,0,1927,0.0,9000,100.0,0,38.6840833,48504.0,-87.5138814,0.14,56027,11,1.0
482,0,1924,0.0,0,0.0,0,42.992892,48503.0,-83.674086,0.133,22776,11,10.0
586,0,1923,0.0,3000,100.0,0,38.4530067,48505.0,-89.1211358,0.13699999999999998,17579,0,0.0
490,0,1960,0.0,2300,100.0,0,43.071537899999996,48505.0,-83.681147,0.096,16938,1,0.0
787,0,1928,0.0,7100,100.0,0,43.0387615,48504.0,-83.7233277,0.126,45845,5,0.0
42351,0,1930,0.0,34500,100.0,0,43.017033000000005,48503.0,-83.667828,0.251,124275,0,3.0
480,0,0,0.0,4500,100.0,0,43.0636151,48505.0,-83.6841788,0.092,34367,11,3.0
1081,0,1955,0.0,10300,100.0,641,43.05775,48504.0,-83.731161,0.142,64285,1,8.0
14595,0,1941,0.0,15000,100.0,0,43.007280200000004,48503.0,-83.732029,0.13,13831,1,1.0
8110,0,1948,0.0,12800,100.0,0,39.7206152,48507.0,-82.6194818,0.129,98405,1,0.0
1357,0,1917,0.0,6400,100.0,0,43.047999,48505.0,-83.687579,0.325,11379,11,1.0
1200,0,1948,0.0,0,100.0,398,43.060748499999995,48505.0,-83.70285140000001,0.184,91290,1,0.0
10078,0,1924,0.0,9400,100.0,0,42.99804,48503.0,-83.731977,0.22,62193,1,2.0
54860,0,2000,0.0,45600,100.0,6339,30.318581199999997,48503.0,-97.67985340000001,0.41700000000000004,29934,0,0.0
2019,0,1928,0.0,11300,100.0,288,42.9862314,48507.0,-83.6935935,0.08800000000000001,20290,0,3.0
41354,0,1956,0.0,0,100.0,0,42.997949,48507.0,-83.667654,0.588,28239,1,3.0
28885,0,1941,0.0,43700,100.0,0,35.937323,48503.0,-80.024097,0.28,52180,5,16.0
9500,0,1956,0.0,14200,100.0,892,42.985445500000004,48506.0,-78.8733334,0.115,13252,1,0.0
7340,0,1946,0.0,0,100.0,0,42.988504999999996,48507.0,-83.665109,0.133,115882,0,0.0
2755,0,1959,0.0,11100,100.0,0,42.984559000000004,48507.0,-83.6578,0.134,19529,1,0.0
4080,0,1962,0.0,10100,100.0,7,43.047536,48506.0,-83.64038599999999,0.11699999999999999,14825,1,0.0
1800,0,1955,0.0,0,0.0,0,43.030066,48506.0,-83.636062,0.092,43995,1,0.0
19420,0,1941,0.0,0,0.0,0,43.017672999999995,48503.0,-83.66468499999999,0.135,130843,5,0.0
5350,0,1965,0.0,21000,100.0,0,43.0309461,48504.0,-83.73536659999999,0.17300000000000001,36740,1,6.0
0,0,0,0.0,0,0.0,0,43.019970799999996,48502.0,-83.68765340000002,0.0,0,1,0.0
5285,0,1940,0.0,9200,100.0,0,42.998655,48503.0,-83.7266609,0.121,60673,1,0.0
1367,0,1919,0.0,0,100.0,297,43.011542,48503.0,-83.672461,0.095,17952,11,2.0
29503,0,1964,0.0,0,100.0,0,42.143353000000005,48507.0,-83.214943,0.23399999999999999,25971,1,0.0
3825,0,0,0.0,10900,100.0,0,42.988545,48507.0,-83.69935,0.11699999999999999,68729,1,0.0
1820,0,1969,0.0,11100,100.0,546,43.048716,48506.0,-83.649067,0.11900000000000001,110854,1,0.0
967,0,1956,0.0,10000,100.0,0,43.056354999999996,48504.0,-83.73004300000001,0.124,59383,1,2.0
15498,0,1969,0.0,17800,100.0,953,42.98534620000001,48507.0,-83.70539709999998,0.062,19103,1,3.0
18000,0,1953,0.0,19700,100.0,0,42.995172499999995,48503.0,-83.72706099999999,0.115,15906,1,0.0
34630,0,2005,0.0,38300,100.0,3622,43.03153270000001,48503.0,-83.6891767,0.22399999999999998,38267,11,0.0
692,0,1952,0.0,8600,100.0,0,43.063837899999996,48505.0,-83.715849,0.111,52101,1,0.0
22586,0,2002,0.0,34800,100.0,0,31.102315,48507.0,-97.711417,0.225,32751,1,0.0
11675,0,1957,0.0,0,100.0,0,43.040199,48506.0,-83.638272,0.155,18015,1,0.0
2700,0,1947,0.0,12400,100.0,0,30.3316678,48507.0,-81.7144266,0.10300000000000001,93301,1,13.0
787,0,1947,0.0,0,100.0,0,43.043499,48504.0,-83.7174859,0.126,27690,0,1.0
711,0,1921,0.0,7500,100.0,0,28.841597999999998,48503.0,-81.687297,0.23199999999999998,27960,1,18.0
9500,0,1956,0.0,14300,100.0,0,43.039048,48506.0,-83.636284,0.115,14110,1,0.0
800,0,1947,0.0,9400,100.0,0,43.043696999999995,48505.0,-83.701489,0.184,44269,5,0.0
593,0,1923,0.0,9900,100.0,0,35.0261986,48506.0,-97.95429200000001,0.20199999999999999,17100,0,0.0
1992,0,1932,0.0,12200,100.0,0,43.00574,48503.0,-83.71845400000001,0.124,83780,0,0.0
2250,0,1966,0.0,12200,100.0,0,42.989646,48507.0,-83.689882,0.10300000000000001,121107,1,1.0
7000,0,1950,0.0,9700,100.0,0,42.995951299999994,48532.0,-83.73486340000001,0.11,12470,1,0.0
7408,0,1926,0.0,0,0.0,0,42.9847654,48507.0,-83.6631622,0.127,66737,11,4.0
750,0,1950,0.0,0,100.0,0,43.044621,48504.0,-83.725598,0.115,19947,1,3.0
7291,0,1963,0.0,21900,100.0,0,43.01512,48503.0,-83.640439,0.182,29223,1,2.0
1573,0,1914,0.0,11600,100.0,0,43.0140834,48503.0,-83.67687729999999,0.126,25466,5,0.0
4171,0,0,0.0,0,100.0,0,43.0053177,48503.0,-83.711302,0.2,66372,11,0.0
18000,0,1957,0.0,21400,100.0,0,42.9955029,48503.0,-83.7290551,0.115,18379,1,2.0
4720,0,1949,0.0,10500,100.0,0,43.0055414,48532.0,-83.7372001,0.114,68579,1,1.0
1940,0,1920,0.0,8200,100.0,0,42.999322899999996,48503.0,-83.725135,0.128,50598,11,7.0
19834,0,1962,0.0,28900,100.0,0,42.983916799999996,48507.0,-83.7099578,0.19699999999999998,30964,1,0.0
10640,0,1955,0.0,15900,100.0,0,43.038019,48506.0,-83.638211,0.129,15713,1,0.0
529,0,0,0.0,5000,100.0,0,43.007325,48503.0,-83.70089399999999,0.14,8485,11,2.0
2260,0,1957,0.0,0,0.0,0,43.0319104,48506.0,-83.6420485,0.115,49870,1,0.0
21525,0,1971,0.0,27900,100.0,0,38.641467799999994,48503.0,-77.3440609,0.27399999999999997,34181,1,3.0
14766,0,1954,0.0,15600,100.0,1216,42.9873195,48507.0,-83.69910909999999,0.128,15218,1,0.0
236000,0,0,1113030.81,0,0.0,0,38.288345,48505.0,-80.83885699999999,0.0,0,0,0.0
3588,0,1968,0.0,0,0.0,0,43.037113,48506.0,-83.64856390000001,0.11699999999999999,78579,1,1.0
4432,0,1926,0.0,12900,100.0,0,35.020752,48503.0,-110.69013400000001,0.228,16553,11,0.0
701,0,1900,0.0,10200,100.0,509,43.007632,48503.0,-83.68938299999999,0.188,17059,11,0.0
2700,0,1947,0.0,11400,100.0,0,42.984685,48507.0,-83.68452099999999,0.10300000000000001,83560,1,0.0
1750,0,1957,0.0,9600,100.0,0,43.046628999999996,48506.0,-83.648436,0.115,80923,1,0.0
25156,0,1954,0.0,0,100.0,0,43.012107,48503.0,-83.669045,0.14300000000000002,118910,1,4.0
2601,0,1964,0.0,15700,100.0,0,43.070014,48504.0,-83.725064,0.124,28892,1,9.0
346,0,1925,0.0,4900,100.0,0,31.247189399999996,48506.0,-90.4721517,0.069,8397,11,8.0
14738,0,1946,0.0,0,100.0,0,43.010231,48503.0,-83.724183,0.102,9891,1,0.0
2507,0,1929,0.0,0,100.0,0,43.006476,48503.0,-83.725099,0.11900000000000001,83310,0,3.0
7000,0,1923,0.0,0,100.0,0,43.000116999999996,48532.0,-83.73534599999999,0.11,7344,0,2.0
900,0,1963,0.0,20200,100.0,0,43.0447,48504.0,-83.72269,0.138,32863,1,7.0
10488,0,1927,0.0,0,100.0,0,43.0147943,48504.0,-83.7185192,0.126,70895,0,9.0
256,0,1918,0.0,2400,100.0,0,43.028533,48503.0,-83.706161,0.10099999999999999,4643,11,0.0
12603,0,1941,0.0,15600,100.0,0,41.48006779999999,48504.0,-87.69434749999999,0.14400000000000002,113022,5,3.0
2664,0,1952,0.0,8500,100.0,0,38.300869,48507.0,-104.63654090000001,0.125,13344,1,0.0
451,0,1920,0.0,4900,100.0,0,43.055754,48505.0,-83.692464,0.098,9383,0,0.0
1750,0,1965,0.0,0,100.0,0,33.6887979,48506.0,-117.9319233,0.115,72738,1,0.0
2675,0,1951,0.0,0,100.0,0,42.985283,48507.0,-83.660366,0.131,15273,1,0.0
18000,0,1954,0.0,0,100.0,0,42.9956694,48503.0,-83.7296446,0.115,14462,1,3.0
750,0,1950,0.0,10700,100.0,0,43.044315999999995,48504.0,-83.72365699999999,0.115,17151,1,3.0
855,0,1959,0.0,7400,100.0,0,43.0744114,48505.0,-83.71238340000001,0.149,43100,1,1.0
11144,0,1949,0.0,0,100.0,614,41.219159999999995,48507.0,-73.040791,0.198,188153,11,1.0
19976,0,1956,0.0,16700,100.0,0,43.007776,48503.0,-83.724536,0.145,11570,1,0.0
1025,0,1916,0.0,5800,100.0,0,43.0370451,48506.0,-83.6635302,0.121,41797,0,0.0
1572,0,1925,0.0,0,0.0,0,43.949961,48506.0,-88.084852,0.071,33812,2,2.0
3813,0,1919,0.0,11200,100.0,0,42.9882155,48507.0,-83.6956942,0.17,18618,1,1.0
1650,0,1921,0.0,7600,100.0,0,43.043002,48506.0,-83.660033,0.111,54068,5,34.0
18000,0,1958,0.0,20700,100.0,0,42.9970989,48503.0,-83.72462309999999,0.115,17298,1,1.0
420,0,1916,0.0,5000,100.0,99,31.772325,48506.0,-106.47805090000001,0.10099999999999999,8413,11,10.0
820,0,1928,0.0,6300,100.0,0,43.02748,48506.0,-83.663202,0.096,64360,11,6.0
17877,0,1954,0.0,0,100.0,823,41.1189102,48503.0,-87.8364773,0.115,106148,11,12.0
4195,0,1962,0.0,12700,100.0,0,43.048101,48506.0,-83.639777,0.126,19438,1,0.0
19192,0,1950,0.0,15200,100.0,0,43.022488,48503.0,-83.655731,0.135,96123,1,5.0
